timestamps,CAN_DataFrame.CAN_DataFrame.BusChannel,CAN_DataFrame.CAN_DataFrame.ID,CAN_DataFrame.CAN_DataFrame.IDE,CAN_DataFrame.CAN_DataFrame.DLC,CAN_DataFrame.CAN_DataFrame.DataLength,CAN_DataFrame.CAN_DataFrame.DataBytes,CAN_DataFrame.CAN_DataFrame.Dir
214.35585,9.0,111,0.0,8,8.0,[133  52 240 196  14 226 143 130],0.0
214.3567,9.0,101,0.0,1,1.0,[83  0  0  0  0  0  0  0],0.0
214.356701,9.0,102,0.0,6,6.0,[  3 215  26  49  84  45   0   0],0.0
214.35670199999998,9.0,103,0.0,8,8.0,[ 49  30 138  16  42  53 109  13],0.0
214.35670299999998,9.0,104,0.0,4,4.0,[155 245  33   0   0   0   0   0],0.0
214.35670399999998,9.0,107,0.0,5,5.0,[225  60 128  43   0   0   0   0],0.0
214.55384999999998,9.0,111,0.0,8,8.0,[135  52 240 196   9 226 111 129],0.0
214.55554999999998,9.0,101,0.0,1,1.0,[83  0  0  0  0  0  0  0],0.0
214.55555099999998,9.0,102,0.0,6,6.0,[  3 159  27  49  84  45   0   0],0.0
214.55555199999998,9.0,103,0.0,8,8.0,[ 63  30 138 112  39  53 109  13],0.0
214.555553,9.0,104,0.0,4,4.0,[155 245  33   0   0   0   0   0],0.0
214.555554,9.0,107,0.0,5,5.0,[ 83  64 160  41   0   0   0   0],0.0
214.75185,9.0,111,0.0,8,8.0,[133  60 240 195   1 242 175 128],0.0
